epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,3857.87,1.11426,0.68157,0.00332,0.82362,0.73413,0.80475,0.53174,1.19342,0.79769,0.00588,0.00073025,0.00073025,0.00073025
65,3917.22,1.0893,0.65442,0.0033,0.80998,0.72547,0.76737,0.49749,1.22874,1.00363,0.00614,0.000722,0.000722,0.000722
66,3976.42,1.09655,0.66031,0.00326,0.73068,0.77324,0.77072,0.50686,1.22278,0.85061,0.00602,0.00071375,0.00071375,0.00071375
67,4035.72,1.11179,0.65548,0.0033,0.80313,0.76671,0.79719,0.52081,1.22669,0.83027,0.00616,0.0007055,0.0007055,0.0007055
68,4095.41,1.09375,0.65939,0.00323,0.78447,0.76434,0.80561,0.52964,1.19456,0.81888,0.00596,0.00069725,0.00069725,0.00069725
69,4154.69,1.09771,0.63507,0.00315,0.78169,0.72185,0.77649,0.51324,1.22298,0.85265,0.00592,0.000689,0.000689,0.000689
70,4213.92,1.07267,0.63923,0.00317,0.75813,0.77424,0.80202,0.51677,1.20022,0.81363,0.00592,0.00068075,0.00068075,0.00068075
71,4273.06,1.08575,0.64428,0.00315,0.79067,0.71083,0.79143,0.52567,1.23672,0.8219,0.00607,0.0006725,0.0006725,0.0006725
72,4331.98,1.07473,0.64723,0.00325,0.7521,0.77439,0.78638,0.5203,1.21655,0.89542,0.00608,0.00066425,0.00066425,0.00066425
73,4390.96,1.05749,0.62061,0.00317,0.80844,0.74409,0.80626,0.53624,1.20403,0.88515,0.00591,0.000656,0.000656,0.000656
74,4450.07,1.04849,0.60935,0.00306,0.73941,0.77274,0.79381,0.53134,1.20598,0.83364,0.00585,0.00064775,0.00064775,0.00064775
75,4509.44,1.06096,0.61393,0.00312,0.79457,0.78355,0.80781,0.54395,1.20035,0.81908,0.00578,0.0006395,0.0006395,0.0006395
76,4568.55,1.04928,0.60549,0.00306,0.74256,0.72661,0.75162,0.49718,1.23691,0.87472,0.00603,0.00063125,0.00063125,0.00063125
